,created_at,geo,lang,place,coordinates,user.favourites_count,user.statuses_count,user.description,user.location,user.id,user.created_at,user.verified,user.following,user.url,user.listed_count,user.followers_count,user.default_profile_image,user.utc_offset,user.friends_count,user.default_profile,user.name,user.lang,user.screen_name,user.geo_enabled,user.profile_background_color,user.profile_image_url,user.time_zone,id,favorite_count,retweeted,source,favorited,retweet_count,token,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
45,2020-10-20 23:59:55+00:00,,en,,,43674,35369,ref judy,ardmore PA,322965126,2011-06-24 01:27:57+00:00,False,False,,1,62,False,,102,True,Judy M,,sam2max,False,C0DEED,http://pbs.twimg.com/profile_images/1410418887/image_normal.jpg,,1318703526772617217,0,False,Twitter for iPad,False,2454,"['Trump', 'Is', 'So', 'Broke', 'That', 'He', 'Has', 'To', 'Do', 'Rallies', 'Because', 'He', 'Cant', 'Afford', 'Campaign', 'Ads']",Trump,Is,So,Broke,That,He,Has,To,Do,Rallies,Because,He,Cant,Afford,Campaign,Ads,,,,,,,,
46,2020-10-20 23:59:55+00:00,,en,,,3,2809,"A searchable database containing over 40,000 curated and sourced quotes by and about Donald Trump & Joe Biden.",,1283927958395088896,2020-07-17 00:54:37+00:00,False,False,https://t.co/QwFwUmqFrh,0,317,False,,290,True,AboutTrump.org,,AboutTrumpBiden,False,F5F8FA,http://pbs.twimg.com/profile_images/1285988056000937984/lZITWDAz_normal.png,,1318703526772502528,0,False,WordPress.com,False,0,"['Donald', 'Trump', 'This', 'important', 'election', 'history', 'country', 'important', 'Youre', 'deal']",Donald,Trump,This,important,election,history,country,important,Youre,deal,,,,,,,,,,,,,,
47,2020-10-20 23:59:55+00:00,,en,,,148334,54425,#MedicareForAll #BlackLivesMatter #NativeLivesMatter #NoMorePipelines #NoMoreBombs #FreePalestine🇵🇸 #GetOffOil #RespectHumanity are all the same thing.,"Philadelphia, PA",706603257897029632,2016-03-06 22:11:59+00:00,False,False,,28,1050,False,,3603,True,Irate Plebeian,,postabsurdist,False,F5F8FA,http://pbs.twimg.com/profile_images/777297756658556928/wVfpVVey_normal.jpg,,1318703526915297280,0,False,Twitter Web App,False,3345,"['BREAKING', 'The', 'man', 'suspended', 'side', 'Trump', 'Tower', '14hour', 'standoff', 'SWAT', 'negoti']",BREAKING,The,man,suspended,side,Trump,Tower,14hour,standoff,SWAT,negoti,,,,,,,,,,,,,
48,2020-10-20 23:59:55+00:00,,en,,,35154,23985,"The Leather Shrew: Leatherworker, hate Trumpism & T.O.C
Mr. Danny:  Sculptor & monster-maker https://t.co/iQPtVWUE8l
We make cool stuff here on the coast of Maine...",,1926884978,2013-10-02 13:29:04+00:00,False,False,https://t.co/5xcEViASzH,1,298,False,,1827,True,Calamity Jane's Leatherwork Shrew,,LFusello,False,C0DEED,http://pbs.twimg.com/profile_images/1319648947665883138/y9LjherZ_normal.jpg,,1318703526814617600,0,False,Twitter for Android,False,4985,"['New', 'Tax', 'Story', 'As', 'Trump', 'raises', 'questions', 'Hunter', 'Biden', 'China', 'tax', 'records', 'show', 'China', 'one', 'three', 'foreign']",New,Tax,Story,As,Trump,raises,questions,Hunter,Biden,China,tax,records,show,China,one,three,foreign,,,,,,,
49,2020-10-20 23:59:55+00:00,,en,,,8973,10149,Retired ESL teacher,"Maryland, USA",1203465708706975745,2019-12-08 00:06:43+00:00,False,False,,0,50,False,,54,True,CitizenReader(@🏡),,ReaderCitizen,False,F5F8FA,http://pbs.twimg.com/profile_images/1203469177505353728/hMFZ9Qu8_normal.jpg,,1318703526806171649,0,False,Twitter for iPhone,False,665,"['I', 'hugged', 'elderly', 'parents', 'since', 'March', 'Thanks', 'TrumpHatesSeniors']",I,hugged,elderly,parents,since,March,Thanks,TrumpHatesSeniors,,,,,,,,,,,,,,,,
50,2020-10-20 23:59:56+00:00,,en,,,3452,2448,Vegan ❤️ - from NY - #feelthebern @berniesanders @sspu #spayandneuter jlrhodes24@yahoo.com,,83655145,2009-10-19 18:11:07+00:00,False,False,,1,48,False,,207,False,Jennifer Rhodes Ⓥ,,jlrhodes24,True,709397,http://pbs.twimg.com/profile_images/842219548724080640/-HcPxDjk_normal.jpg,,1318703527963799552,0,False,Twitter for iPhone,False,300,"['There', 'people', 'quite', 'intentionally', 'want', 'vote', 'Why', 'that', 'Because', 'content', 'with']",There,people,quite,intentionally,want,vote,Why,that,Because,content,with,,,,,,,,,,,,,
51,2020-10-20 23:59:56+00:00,,en,,,5451,6515,"I'm a tree hugger, I love helping people, and I'm an anti-human trafficking activist.",,563111951,2012-04-25 18:58:56+00:00,False,False,,0,313,False,,2971,False,Ksenya Plumb 🌊🐬🌎☔🌹🔥🏳️‍🌈,,KiwiKatStar,True,642D8B,http://pbs.twimg.com/profile_images/2300737250/wv2grgecjtskcvlehv86_normal.jpeg,,1318703528265723905,0,False,Twitter for Android,False,165,"['I', 'think', 'every', 'Americans', 'got', 'right', 'quality', 'health', 'care', 'period', 'And', 'change', 'comes', 'weve', 'k']",I,think,every,Americans,got,right,quality,health,care,period,And,change,comes,weve,k,,,,,,,,,
52,2020-10-20 23:59:56+00:00,,en,,,53748,19026,,,729367564191682560,2016-05-08 17:49:13+00:00,False,False,,0,42,True,,527,True,Doris Barnes,,dhbarnes66,False,F5F8FA,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,1318703529674960896,0,False,Twitter for Android,False,61164,"['Listening', 'scientists', 'bad', 'thing', 'I', 'cant', 'believe', 'said']",Listening,scientists,bad,thing,I,cant,believe,said,,,,,,,,,,,,,,,,
53,2020-10-20 23:59:56+00:00,,en,,,143118,179596,Retired Chicago Police Officer. RESIST FBR HARDCORE DEMOCRATIC SUPPORTER #LetsGoJoe #VoteBlueNoMatterWho #StrongerTogether #RESIST,,740443580146323460,2016-06-08 07:21:21+00:00,False,False,,3,7862,False,,8381,True,Dee Kenny,,dkennycpd,True,F5F8FA,http://pbs.twimg.com/profile_images/1404138783344193536/WaKZ-EzT_normal.jpg,,1318703530530664448,0,False,Twitter for iPhone,False,1,"['Trumps', 'history', 'projection', 'tells', 'laptop', 'hes', 'worried', 'about']",Trumps,history,projection,tells,laptop,hes,worried,about,,,,,,,,,,,,,,,,
54,2020-10-20 23:59:56+00:00,,en,,,129967,49230,"US Navy retired and a worried American. Passionate supporter of Voting Rights, defense of the Rule of Law, our planet Earth, and of Truth & Accountability!","Leiper’s Fork, TN ",33573497,2009-04-20 16:38:05+00:00,False,False,,2,464,False,,1661,False,BlueinTN,,debpewitt,True,9AE4E8,http://pbs.twimg.com/profile_images/1318939639634415616/CefWA4Ih_normal.jpg,,1318703530639806464,0,False,Twitter for iPhone,False,88,"['While', 'Trump', 'tries', 'peddle', 'bullshit', 'conspiracies', 'Hunter', 'Joe', 'Biden', 'bank', 'account', 'China', 'tha']",While,Trump,tries,peddle,bullshit,conspiracies,Hunter,Joe,Biden,bank,account,China,tha,,,,,,,,,,,
55,2020-10-20 23:59:56+00:00,,en,,,97787,4882,"👽
Team USA",Pennsylvania ,1262101144094064642,2020-05-17 19:22:39+00:00,False,False,,0,190,False,,943,True,Kelly Weimer,,Kellyweimer4,False,F5F8FA,http://pbs.twimg.com/profile_images/1456229346876743688/lAjlN27t_normal.jpg,,1318703530476175362,0,False,Twitter Web App,False,18558,"['BREAKING', 'announces', 'turned', 'Hunter', 'Biden', 'hard', 'drive', 'Delaware', 'State', 'Police', 'due', 'pictures', 'of']",BREAKING,announces,turned,Hunter,Biden,hard,drive,Delaware,State,Police,due,pictures,of,,,,,,,,,,,
56,2020-10-20 23:59:56+00:00,,en,,,36600,44096,Frequent Flyer - travelling the world. Purveyor of fine horseboxes! #FoI,Citizen Of The World,855156376951283712,2017-04-20 20:29:03+00:00,False,False,,0,183,False,,267,True,Waldo Pierre 🇪🇺🏴󠁧󠁢󠁥󠁮󠁧󠁿 (Here/There),,WaldoPierreHere,True,F5F8FA,http://pbs.twimg.com/profile_images/1340962274442436608/KzAQFRtI_normal.jpg,,1318703530413379592,0,False,Twitter for iPhone,False,458,"['A', 'new', '60', 'Minutes', 'Sunday', '730pm', 'ET7pm', 'PT']",A,new,60,Minutes,Sunday,730pm,ET7pm,PT,,,,,,,,,,,,,,,,
57,2020-10-20 23:59:56+00:00,,en,,,154239,17617,"51 Yrs young. 
Retired from active duty Sept 19 (Marine Corps/Coast Guard) 23 years. U.S. Constitution, Patriot.","Arizona, USA",313652423,2011-06-09 00:34:38+00:00,False,False,,2,1350,False,,1306,False,Tom Sophisticated Pure Blood Patrick 🇺🇸🇵🕎⚓🐾🎮,,Xfile_213,False,C0DEED,http://pbs.twimg.com/profile_images/1459227643199426562/NsDJDfLV_normal.jpg,,1318703530438393856,0,False,Twitter for Android,False,18558,"['BREAKING', 'announces', 'turned', 'Hunter', 'Biden', 'hard', 'drive', 'Delaware', 'State', 'Police', 'due', 'pictures', 'of']",BREAKING,announces,turned,Hunter,Biden,hard,drive,Delaware,State,Police,due,pictures,of,,,,,,,,,,,
58,2020-10-20 23:59:56+00:00,,en,,,24663,56490,"Retweets are not endorsements but for information ℹ .

Notoriously bad typist!",,1198253578474999810,2019-11-23 14:55:13+00:00,False,False,,1,786,False,,3031,True,Pwyll,,newsjunkie1981,False,F5F8FA,http://pbs.twimg.com/profile_images/1325486453909049344/ey1PHVZ-_normal.jpg,,1318703530673393670,0,False,Twitter for Android,False,0,"['You', 'joke']",You,joke,,,,,,,,,,,,,,,,,,,,,,
59,2020-10-20 23:59:56+00:00,,en,,,12710,5256,Everything on this account takes place in the fictional video game world of Minecraft.,Minecraft,1233271171686289408,2020-02-28 06:02:19+00:00,False,False,,1,184,False,,103,True,NotMyRealName In Minecraft,,CalihanJohn,False,F5F8FA,http://pbs.twimg.com/profile_images/1348001780416868360/jsFbASqk_normal.jpg,,1318703530648215576,0,False,Twitter Web App,False,10574,"['DEVELOPING', 'displays', 'very', 'sensitive', 'alleged', 'text', 'message', 'Hunter', 'Biden', 'claims', 'ha']",DEVELOPING,displays,very,sensitive,alleged,text,message,Hunter,Biden,claims,ha,,,,,,,,,,,,,
60,2020-10-20 23:59:56+00:00,,en,,,3011,15234,It's dangerous to go alone! Take this! 🛡️ | He/him | Justice is my lifeblood | @CloakOfAshes is Bestu Friendo | #StopAsianHate,Wherever you aren't looking.,1396421095,2013-05-02 06:30:45+00:00,False,False,,0,55,False,,901,False,Friend Of Justice,,SatoruMasamune,False,000000,http://pbs.twimg.com/profile_images/1267737204752711681/czrLj6xH_normal.png,,1318703530543230976,0,False,Twitter Web App,False,61164,"['Listening', 'scientists', 'bad', 'thing', 'I', 'cant', 'believe', 'said']",Listening,scientists,bad,thing,I,cant,believe,said,,,,,,,,,,,,,,,,
61,2020-10-20 23:59:56+00:00,,en,,,22001,25697,"COG, MAGA, KAG, NRA life member. I live to serve God, family country.",,3848310974,2015-10-10 14:31:35+00:00,False,False,,0,1982,False,,2560,True,President elec Dennis,,Dennisdeal3,False,C0DEED,http://pbs.twimg.com/profile_images/1299498483775397888/SNTki6G2_normal.jpg,,1318703530656530434,0,False,Twitter for iPhone,False,6,"['This', 'Country', 'going', 'WRONG', 'path', 'Thank', 'GOD', 'Trump']",This,Country,going,WRONG,path,Thank,GOD,Trump,,,,,,,,,,,,,,,,
63,2020-10-20 23:59:56+00:00,,en,,,13504,41982,"Cold War Navy Vet, Catholic & I VOTE EVERY ELECTION. #Resist Follows=FollowBack
    #LoveTheOneYoureWith","Blue State, USA",31007913,2009-04-14 00:41:53+00:00,False,False,https://t.co/SrA30ie9rW,37,2571,False,,4384,False,WatchDog for America🌊🌊,,tightline88,False,C0DEED,http://pbs.twimg.com/profile_images/1460777407753990153/Ddbw-wy7_normal.jpg,,1318703530501378048,0,False,Twitter for Android,False,0,"['Welcome', 'Herd', 'Immunity', 'Shit', 'Show', 'MomMom', 'PopPop', 'Mom', 'amp', 'Dad', 'All', 'Exp']",Welcome,Herd,Immunity,Shit,Show,MomMom,PopPop,Mom,amp,Dad,All,Exp,,,,,,,,,,,,
64,2020-10-20 23:59:56+00:00,,en,,,8614,11737,Concerned Citizen. Opinionated Democrat. Proud Mother.  Educated in Business Entrepreneurship and Real Estate. Enjoy Writing and Reading and Art.,"California, USA",1005188380844363776,2018-06-08 20:42:40+00:00,False,False,,1,266,False,,380,True,Starmother,,Starmother3,False,F5F8FA,http://pbs.twimg.com/profile_images/1246945302906408961/XAa2vxID_normal.jpg,,1318703530690048000,0,False,Twitter for iPad,False,339,"['Heres', 'solution']",Heres,solution,,,,,,,,,,,,,,,,,,,,,,
65,2020-10-20 23:59:56+00:00,,en,,,172386,141588,"Love my GSD, family, country and God.","Illinois, USA",823779565839339520,2017-01-24 06:28:48+00:00,False,False,,11,747,False,,230,True,viking,,helen_aavik,False,F5F8FA,http://pbs.twimg.com/profile_images/1060528010753925120/kWGcS_ZF_normal.jpg,,1318703530719457280,0,False,Twitter for Android,False,175,"['The', 'media', 'cant', 'hide', 'truth']",The,media,cant,hide,truth,,,,,,,,,,,,,,,,,,,
66,2020-10-20 23:59:56+00:00,,en,,,4548,2718,"Writer, cat aficionado, tea fanatic, feminist. Daughter of immigrants. Rank order may vary.",,774032851402645504,2016-09-08 23:53:07+00:00,False,False,,4,255,False,,1015,True,Janet Innes,,Janet_Innes_,False,F5F8FA,http://pbs.twimg.com/profile_images/774618450979352576/-6heFuNw_normal.jpg,,1318703530920824833,0,False,TweetDeck,False,36594,"['BREAKING', 'Lawyers', 'say', 'cant', 'find', 'parents', '545', 'migrant', 'children', 'separated', 'Trump', 'administration', 'With']",BREAKING,Lawyers,say,cant,find,parents,545,migrant,children,separated,Trump,administration,With,,,,,,,,,,,
67,2020-10-20 23:59:56+00:00,,en,,,28893,7197,"Social Worker; Author; Educator/“Re-Fired” former Professor; Global Citizen; Partner, The Wellness Group, ETC, LLC (she/her/Dr—never Mrs.)",,3076169579,2015-03-07 00:21:05+00:00,False,False,,9,1226,False,,1225,True,Erlene Grise-Owens,,DrGriseOwens,False,C0DEED,http://pbs.twimg.com/profile_images/1333971348239081473/VEwi72wz_normal.jpg,,1318703530962751499,0,False,Twitter for iPhone,False,0,"['Your', 'hypocrisy', 'nauseating', 'DitchMitch', 'VoteBlue', 'AmyMcGrath', '']",Your,hypocrisy,nauseating,DitchMitch,VoteBlue,AmyMcGrath,,,,,,,,,,,,,,,,,,
68,2020-10-20 23:59:56+00:00,,en,,,56050,25014,Creator/Producer/Screenwriter: JUST FRIENDS; BRAINCHILD; BRAIN GAMES; WHO SMARTED? Podcast; Currently eating every 🍕 in NYC. ❤️ dogs & movies. I got jokes...🌊,"Brooklyn, NY",1057666217308229632,2018-10-31 16:10:51+00:00,False,False,https://t.co/rye9C6fzy2,17,19538,False,,19126,False,"Adam ""Tex"" Davis",,AdamTexDavis,True,000000,http://pbs.twimg.com/profile_images/1369999569409478660/efod19oB_normal.jpg,,1318703530832809985,0,False,Twitter Web App,False,0,"['Um', 'confusing', 'words', 'coming', 'Trumps', 'mouth', 'truth']",Um,confusing,words,coming,Trumps,mouth,truth,,,,,,,,,,,,,,,,,
69,2020-10-20 23:59:56+00:00,,en,,,15747,15831,"MAGA!  Trumplican!   I follow back ALL Patriots!

Connect on Parler: Dr.Focki
       @MAGA12345",United States,3636522915,2015-09-13 00:24:31+00:00,False,False,,2,544,False,,747,True,Dr. Focki,,Dr_Focki,False,C0DEED,http://pbs.twimg.com/profile_images/1364222446362976256/CeMU2Zql_normal.jpg,,1318703530971000832,0,False,Twitter for Android,False,572,"['Trump', 'supporters', 'Masters', 'Trolling', '']",Trump,supporters,Masters,Trolling,,,,,,,,,,,,,,,,,,,,
70,2020-10-20 23:59:56+00:00,,en,,,99246,39117,God Family Country! Voting straight republican #2020.  Dems left me when they decided government knows better.  Fedupinoklahoma on gettr,AMERICA,837700008761823232,2017-03-03 16:23:40+00:00,False,False,,0,1339,False,,1831,True,Fedupindependentvote🍊,,fedupinoklahoma,False,F5F8FA,http://pbs.twimg.com/profile_images/1191032393072857094/F1uxEMOn_normal.jpg,,1318703530954395650,2,False,Twitter Web App,False,0,['Amen'],Amen,,,,,,,,,,,,,,,,,,,,,,,
71,2020-10-20 23:59:56+00:00,,en,,,169823,21021,,"Manhattan, NY",949757171226611718,2018-01-06 21:38:50+00:00,False,False,,5,780,False,,4988,True,Laurent Fourier,,laurent_fourier,False,F5F8FA,http://pbs.twimg.com/profile_images/994742294791245824/ojMoQ3_H_normal.jpg,,1318703531004669957,0,False,Twitter for iPhone,False,18558,"['BREAKING', 'announces', 'turned', 'Hunter', 'Biden', 'hard', 'drive', 'Delaware', 'State', 'Police', 'due', 'pictures', 'of']",BREAKING,announces,turned,Hunter,Biden,hard,drive,Delaware,State,Police,due,pictures,of,,,,,,,,,,,
72,2020-10-20 23:59:56+00:00,,en,,,76416,23011,"Author of 22 books, teacher, Brock Intl Prize in Education Finalist '13, flyfisher, app author, speaker, Antique & Bookseller, rogue","Amarillo, Taos",252893289,2011-02-16 03:47:18+00:00,False,False,https://t.co/C9pKgB9qwr,24,1542,False,,3672,False,Mark D. Williams,,Mdwtrout,False,C0DEED,http://pbs.twimg.com/profile_images/1245835176/photo-4_normal.JPG,,1318703530992128005,0,False,Twitter for iPhone,False,3105,"['I', 'directed', 'staff', 'request', 'study', 'cited', 'article', 'Theres', 'reason', 'sho']",I,directed,staff,request,study,cited,article,Theres,reason,sho,,,,,,,,,,,,,,
73,2020-10-20 23:59:56+00:00,,en,,,97225,20654,"Seattle sports, politically homeless, FinTwit, FC Bayern, Go Cougs",Cascadia,268600608,2011-03-19 03:07:52+00:00,False,False,,8,318,False,,2708,False,Alex,,SeattleCoug88,True,1A1B1F,http://pbs.twimg.com/profile_images/1096610908967559168/228H6mOA_normal.jpg,,1318703531004547072,6,False,Twitter Web App,False,0,"['Theres', 'also', 'this']",Theres,also,this,,,,,,,,,,,,,,,,,,,,,
74,2020-10-20 23:59:56+00:00,,en,,,511923,592799,"Tessanne Chin supporter, love music, love to travel.please check out @Tessanne 🎤🙌 music 🎶 @iTunesMusic @spotify @SoundCloud",United States,2569844741,2014-05-28 22:58:01+00:00,False,False,,1212,2075,False,,173,True,Pamela Curtis,,pamcurtis4210,True,C0DEED,http://pbs.twimg.com/profile_images/1397380521139875841/bXmAVfOV_normal.jpg,,1318703531059269633,0,False,Twitter for iPhone,False,760,"['ILLEGAL', 'POSSESSION', 'OF', 'BODY', 'ARMOR', 'This', 'Barr', 'Trumps', 'prosecutors', 'going', 'after']",ILLEGAL,POSSESSION,OF,BODY,ARMOR,This,Barr,Trumps,prosecutors,going,after,,,,,,,,,,,,,
75,2020-10-20 23:59:56+00:00,,en,,,34305,6987,,,808111533939183616,2016-12-12 00:49:38+00:00,False,False,,1,48,False,,46,True,Bunny,,LinderLinder4,False,F5F8FA,http://pbs.twimg.com/profile_images/1272977597123702789/7Qd771Mm_normal.jpg,,1318703531189293059,0,False,Twitter for Android,False,39,"['This', 'perfectly', 'normal']",This,perfectly,normal,,,,,,,,,,,,,,,,,,,,,
76,2020-10-20 23:59:56+00:00,,en,,,39278,74403,"British born, proud US Citizen. #1A, #2A, ""Who Dares, Wins""","Florida, USA",709853706590810112,2016-03-15 21:28:06+00:00,False,False,,0,2651,False,,2575,True,JamesBFL,,JamesBryantFL,True,F5F8FA,http://pbs.twimg.com/profile_images/784848983470460928/7-EYM9N3_normal.jpg,,1318703531197632513,1,False,Twitter for iPhone,False,0,"['Oh', 'will', 'trust', 'will', 'Anything', 'keep', 'corrupt', 'old', 'sleaze', 'getting', 'anywhere', 'near', 'White', 'House']",Oh,will,trust,will,Anything,keep,corrupt,old,sleaze,getting,anywhere,near,White,House,,,,,,,,,,
77,2020-10-20 23:59:56+00:00,,en,,,12048,2628,"ABR, GRI, e-PRO, LDH, SRS 
  I advocate on your behalf, while educating and protecting.","Nashville TN, Brentwood TN",93697439,2009-11-30 19:39:04+00:00,False,False,https://t.co/LFltpyomxY,1,131,False,,201,False,Jane e Dillon,,JaneeDillon,True,000000,http://pbs.twimg.com/profile_images/1361767584933306372/MVmb0Js4_normal.jpg,,1318703531134693377,0,False,Twitter Web App,False,0,"['Black', 'lives', 'matter', 'Navy', 'SEAL', 'oversaw', 'bin', 'Laden', 'raid', 'says', 'voted', 'Joe', 'Biden', 'via']",Black,lives,matter,Navy,SEAL,oversaw,bin,Laden,raid,says,voted,Joe,Biden,via,,,,,,,,,,
78,2020-10-20 23:59:56+00:00,,en,,,241670,41367,,,433047616,2011-12-10 02:41:44+00:00,False,False,,0,257,False,,390,True,r smith,,ordracir1,False,C0DEED,http://pbs.twimg.com/profile_images/1365531642891182080/8CdiyxDO_normal.jpg,,1318703531201683457,0,False,Twitter for iPhone,False,718,"['That', 'good', 'question', 'ask', 'Brad', 'Parscale']",That,good,question,ask,Brad,Parscale,,,,,,,,,,,,,,,,,,
79,2020-10-20 23:59:56+00:00,,en,,,13821,6887,"Proud Father, Photographer, Author - Final Thoughts: Eternal Beauty in Stone
https://t.co/imkeIj3Vmg","Rockport, MA",1263591797252489216,2020-05-21 22:05:55+00:00,False,False,https://t.co/imkeIj3Vmg,0,17,False,,319,True,John Thomas Grant,,cemart53,False,F5F8FA,http://pbs.twimg.com/profile_images/1293312379942510599/c_EtNAvU_normal.jpg,,1318703531264794630,0,False,Twitter for Android,False,11957,"['If', 'Im', 'elected', 'president', 'I', 'wont', 'waste', 'minute', 'getting', 'virus', 'control', 'Heres', 'Ill', 'it']",If,Im,elected,president,I,wont,waste,minute,getting,virus,control,Heres,Ill,it,,,,,,,,,,
80,2020-10-20 23:59:56+00:00,,en,,,70313,20368,,"Butler, pa.",2786037873,2014-09-26 18:29:50+00:00,False,False,,0,37,True,,224,True,dick albert,,rfalbert52,False,C0DEED,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,1318703531340214272,0,False,Twitter for iPhone,False,550,"['Poland', 'moves', 'closer', 'US', 'another', 'Trump', 'foreign', 'policy', 'success', 'via']",Poland,moves,closer,US,another,Trump,foreign,policy,success,via,,,,,,,,,,,,,,
